LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,label
230000,30,9125,7795,191795,192255,4000,191795,10000,8000,0
80000,27,74413,76817,74554,43727,7000,3000,1400,326,0
90000,27,2542,3556,4490,0,1066,1000,0,0,1
80000,25,37325,38503,39429,24600,2100,2000,1000,700,0
160000,29,0,6285,0,0,6285,0,0,0,0
200000,30,0,0,0,0,0,0,0,0,0
60000,25,15614,16231,17074,17684,1267,1500,1291,3000,0
360000,27,2807,894,5939,1390,898,5970,1396,0,0
360000,30,0,0,0,0,0,0,0,0,0
220000,28,184,1709,919,47545,1709,919,47545,2398,0
120000,27,21812,20874,21930,22165,1700,1700,1500,700,0
50000,23,45708,48316,44070,45021,6000,0,2000,2000,0
300000,29,0,0,0,0,0,0,0,0,1
400000,36,0,0,0,0,0,0,0,0,1
260000,35,33078,42056,43986,45879,10000,10000,10390,10009,0
80000,27,58777,60201,61633,69160,3000,3000,9160,0,0
50000,30,50457,51400,0,3794,2400,0,3794,0,0
20000,27,1200,0,0,0,0,0,0,0,0
50000,29,47555,47531,46604,47982,1932,2005,2383,1068,0
20000,23,19901,19105,572,19206,0,572,20502,1000,0
150000,30,84777,81530,78940,73785,2881,3073,2584,1260,0
620000,29,524191,524555,445543,443199,19306,15669,16011,16000,0
270000,36,276192,271773,262623,268735,11000,11100,12000,11000,0
130000,29,88766,91466,93182,90851,5000,4000,0,7200,1
150000,22,82791,82533,77002,45340,3187,2381,1579,1265,0
50000,26,38189,28440,23228,21482,3000,1436,1162,2184,0
50000,26,13294,12799,12311,11816,0,0,0,2394,1
20000,23,15021,17452,19853,19437,6000,3000,295,0,1
50000,22,2454,0,0,0,0,0,0,0,0
170000,25,112367,106345,91409,90720,5451,4456,2992,3000,0
50000,29,51232,50732,50962,49908,1900,2300,1500,1500,0
20000,22,18306,18977,19328,19035,1287,1462,1522,1165,0
20000,22,14542,14011,16899,16335,0,3132,0,742,1
20000,21,23675,20297,17054,2333,1800,1240,2333,0,0
20000,21,18671,18497,19633,18347,1614,1750,1000,1000,0
20000,22,19231,20235,21579,22231,1331,1675,1327,800,1
90000,25,79938,67857,66929,67797,3000,3000,3000,3000,0
80000,26,495,330,165,481,0,0,481,0,0
50000,22,28725,28424,30965,28612,2000,5000,1500,1000,1
60000,23,31348,50778,53407,19443,20109,5000,2000,1000,0
50000,22,49718,50362,49904,50405,1786,2000,1500,2200,0
20000,22,17875,20524,17478,18224,3300,0,1500,1000,0
20000,23,19812,20388,19145,20124,1300,1330,1309,702,0
50000,24,90,6560,7029,1734,7396,1459,1000,18,0
80000,24,50781,29297,78589,78806,4400,50000,3034,1800,0
50000,22,38251,34489,32252,6182,4000,1500,1500,2500,0
20000,22,17456,16896,16345,15785,0,0,0,1500,1
20000,22,15662,16004,17046,16676,900,1600,200,600,0
50000,22,45458,46450,47599,48456,2051,2200,2016,2009,1
50000,23,4332,0,0,0,0,0,0,0,0
50000,23,35176,30250,12625,0,2007,5000,0,0,0
20000,23,16830,14566,10100,9238,50,5000,1200,500,0
420000,24,392639,397332,376317,214062,16117,20516,7092,6019,0
50000,25,17826,18620,19722,19305,1400,2200,806,1000,0
110000,26,83796,86713,93436,91075,5200,9000,0,0,0
20000,21,13203,4443,3259,2969,1036,1132,2000,0,0
20000,22,16439,17140,18269,38082,1279,1408,1180,1000,0
50000,23,9168,10178,11200,12214,1166,1188,1202,596,0
180000,23,96709,99673,100951,104625,4485,3682,5253,5000,0
20000,22,18690,12289,5560,6310,3500,1000,1000,1000,0
20000,21,22291,15999,12874,8350,1700,1174,4000,150,0
20000,21,20070,19278,3346,-780,1072,1000,0,1560,0
20000,22,18292,17710,17137,19830,0,0,3000,0,1
50000,22,38311,52702,50639,53052,20052,16216,8734,1018,0
50000,26,31708,32439,28302,13881,1700,2000,1500,1100,0
150000,27,3462,1147,7002,0,1147,6000,0,0,0
70000,27,29193,30214,31130,31622,1800,1700,1300,1300,1
50000,27,47568,46482,44546,40745,0,2000,1241,633,1
150000,32,15000,0,0,1662,0,0,1662,0,0
100000,26,44053,2206,1953,3053,2206,1953,3100,0,0
20000,24,15730,16776,35036,14694,1313,2110,4000,6000,0
20000,24,14068,16706,18342,17755,3200,2200,0,800,0
20000,24,3724,5646,6808,14046,2000,1262,7500,278,0
20000,22,20813,19666,20076,19875,1000,20700,2000,800,0
100000,25,76068,69334,54883,55383,2895,2088,1511,1124,0
190000,29,185222,163336,157158,149423,5836,6358,5487,4038,0
50000,22,47871,44546,28628,19502,1546,1519,1035,296,0
20000,24,14665,14146,13634,14401,0,0,1300,2101,1
70000,26,8587,9386,9456,9528,1100,1178,1250,300,0
50000,24,52359,51158,3957,52522,2064,1053,53874,1009,0
20000,25,20873,20240,20365,19565,4,1378,1203,15460,1
20000,24,720,100,1192,7804,100,1192,7807,124,1
20000,24,10768,12087,13115,14190,1502,1530,1600,670,0
50000,24,48846,48136,72898,36103,1904,3700,5396,6,0
20000,23,10242,18778,19065,18025,10000,1300,1300,609,0
50000,23,0,0,0,1000,0,0,1000,0,0
50000,24,5784,3392,2182,0,0,1000,0,2092,0
20000,24,255,541,275,329,541,275,329,544,0
20000,25,12589,716,243,19853,0,1000,20000,1000,0
50000,25,46980,47809,49040,29662,1910,2141,1763,1161,1
70000,25,23799,9000,11818,12889,9000,7000,5000,4043,0
20000,27,12546,13830,14599,15650,1500,1300,1300,574,1
20000,24,17611,18038,17473,16900,1000,0,0,1376,0
20000,23,20432,16941,18066,19259,1280,1405,1598,1410,0
20000,25,17286,18199,18559,19068,1594,1344,1243,618,1
220000,26,44432,128967,96750,71616,100000,18720,37800,7096,0
120000,25,63119,61304,54675,52206,2200,1828,500,0,1
140000,26,17376,4879,6266,4379,4907,6284,4392,420,0
50000,27,48215,44175,83132,42079,4007,0,1706,3408,0
50000,25,47034,48442,49173,49290,2500,2200,1700,1000,0
10000,26,7140,8489,9488,9129,11153,1152,1150,500,0
50000,25,18164,19456,20486,21241,1900,1645,1400,900,0
50000,26,25126,26697,28222,27180,2000,2000,2000,1500,0
20000,25,26694,10298,9768,8798,1200,2000,2000,1000,0
200000,26,-4,909,6737,6012,913,6737,6031,5167,0
40000,26,21651,19279,19076,15838,5009,5000,1560,7000,0
30000,23,14404,32852,17113,4818,3196,2000,0,0,0
20000,23,15789,16831,20404,19621,1610,4183,0,281,1
50000,23,51274,50474,49724,48437,4175,41000,51705,700,0
20000,24,546,48,498,449,0,948,449,1700,0
130000,25,72850,74937,75900,74982,3300,2800,3000,6000,0
160000,25,4071,4554,4770,5494,1060,1276,1000,92,0
110000,25,54165,88490,99595,99055,88490,30000,40000,30328,0
50000,37,16029,17039,18064,19076,1281,1306,1318,695,1
50000,25,29206,53086,51981,50805,25000,0,0,1800,0
240000,26,27967,28707,27970,187880,10016,2081,169267,5062,0
20000,27,2003,2948,3372,0,1086,1000,0,0,0
500000,30,1092,5227,5453,5540,4303,1096,1020,6315,0
60000,26,59487,59199,59326,58938,2113,2500,3000,2500,0
50000,25,47727,45926,47095,49485,2100,2200,3500,2000,0
50000,24,46521,47597,48799,41286,2150,2352,1239,717,0
20000,25,390,390,390,390,390,390,390,390,0
30000,25,30274,30517,30485,30533,1932,3900,1700,1200,0
80000,25,80906,82789,80903,80215,3800,6,3636,2646,0
20000,25,14447,15455,17562,17322,1552,2659,1419,606,0
10000,26,8882,9933,9825,17506,1300,2200,1300,320,0
20000,26,20564,20284,19394,39950,3055,1467,1096,1000,0
100000,26,1544,1049,2067,1944,1100,1200,1000,500,1
50000,23,51246,49758,48456,44116,8,2401,2254,2004,0
60000,26,58072,59040,57416,55736,2282,2324,2049,2000,1
400000,27,15330,8626,11470,10745,2501,10009,1437,1105,0
20000,27,21673,21051,20440,19709,0,0,0,900,0
50000,27,32590,-100,0,0,0,100,0,70,0
110000,27,102551,103550,105089,107164,5500,6000,6000,4000,0
30000,23,4443,370,380,590,430,400,601,7504,0
230000,27,34592,23689,27652,8430,1816,5105,1293,2000,0
20000,23,18455,19990,20215,19298,2000,20000,1612,1121,0
30000,24,6003,4912,6214,3311,1440,2259,0,1500,0
90000,25,91151,88937,91097,52285,3453,3868,1960,1658,0
30000,25,24279,25281,26568,29872,1713,2000,4000,0,1
20000,24,20569,19927,16371,17291,0,0,1500,1000,1
20000,24,17996,19102,19117,19664,2100,1000,1000,1100,1
50000,24,12236,13324,14403,15460,1300,1300,1300,600,0
80000,25,416,416,416,416,416,416,416,416,0
120000,28,231,6665,880,0,6673,880,0,4440,0
50000,25,5814,-73,11427,191,0,11500,191,7200,0
200000,26,50124,51122,52533,52772,1830,2235,1447,1069,0
150000,25,140662,144334,148016,150128,6000,6000,5176,5000,0
360000,24,1188,1803,777,-3,1003,783,0,0,1
60000,25,56918,61210,52757,29209,5914,17,3106,0,0
80000,25,79977,78091,80288,82150,0,3456,3750,319,0
320000,25,146183,148703,169920,174315,6206,25006,10025,6506,0
140000,25,142697,137269,133767,120287,5010,6377,5604,4160,1
20000,26,1050,1050,1050,1050,0,0,0,0,1
110000,26,60808,196,3290,3089,196,3290,0,563,0
190000,26,45694,52361,43563,40909,9000,8000,0,12000,0
130000,25,113290,112561,119435,105382,5650,12421,0,7000,0
160000,26,138825,135233,130038,79027,6800,5600,3715,6666,1
260000,26,250303,198350,189510,178738,7065,7054,6500,7000,0
80000,26,7412,945,1096,162,945,1096,163,6600,0
50000,25,28651,41897,43032,47242,14200,2100,5215,0,1
100000,26,91189,93383,96301,90858,3500,4300,4400,4000,0
20000,27,7326,7060,8240,9582,0,1296,1638,0,1
210000,27,0,628,232,1067,628,0,1000,0,0
160000,28,84879,59607,38512,19129,2593,2000,1604,2000,0
340000,26,241720,221836,206485,196137,8000,10000,10000,8032,0
70000,27,58009,56479,63633,64500,0,8100,2500,0,1
50000,27,51042,48878,47884,29506,0,2354,1410,1500,1
60000,26,1870,32603,32432,27976,32607,2119,3008,1006,0
20000,27,1200,1200,1200,1200,0,0,0,0,1
50000,27,35215,36227,37876,39984,1600,2234,3042,0,0
240000,26,5010,1188,3513,11380,1188,3513,11794,1785,0
20000,23,9550,10867,11585,12899,1480,1198,1512,700,0
50000,25,29827,30863,31897,29652,1536,1570,1316,1680,0
130000,25,39074,39767,38680,5654,1766,1521,3100,0,0
50000,25,49899,35200,29447,19980,1679,2438,1700,1000,0
130000,27,6136,9258,3397,2435,9272,3397,2435,1570,0
20000,27,19483,18956,18742,19738,1258,1404,1400,399,0
370000,28,64268,2868,3788,9424,2868,100332,9456,2468,0
110000,27,108435,109572,45907,5130,3509,1102,1014,2889,0
200000,28,203357,201115,192220,180090,7064,7048,6000,6500,0
160000,26,58929,60950,61292,16623,3000,2000,15000,33000,0
310000,26,304091,309627,315544,309272,12805,13567,13203,8765,0
90000,27,0,0,0,0,0,0,0,0,0
20000,22,16226,15682,15146,15856,0,0,1266,1500,1
30000,23,30830,0,0,0,0,0,0,0,0
90000,24,35865,32764,25348,9580,1546,1176,1000,0,0
240000,28,44996,-4,-4,-4,0,0,0,805,0
260000,32,60587,-83,-83,458,0,0,541,4538,0
120000,27,29344,33474,29029,26523,5053,1789,2037,659,0
80000,27,83062,81150,82150,0,0,3800,0,0,0
160000,27,5574,3327,5958,55914,3353,7916,56116,23302,0
130000,27,7100,4007,4900,1235,1100,1000,1235,3011,0
20000,23,14697,11983,4098,14899,12483,4098,14899,10170,0
170000,26,30779,30751,23602,16633,1675,1500,1007,0,0
110000,27,45443,55567,65753,65379,15567,15753,5379,5467,0
50000,25,26339,27699,28513,29341,1800,1565,1393,980,0
70000,26,65329,64584,63600,60540,3000,4000,2000,4030,0
80000,25,77901,79605,79207,0,3600,2407,0,0,0
50000,25,13886,14958,15726,1148,3000,5000,1148,0,0
60000,27,20567,11937,1536,59038,4000,1536,59038,1300,0
100000,28,74269,59948,56323,48985,2812,2081,2077,1003,0
50000,27,17468,48675,36287,30691,32400,4000,1200,0,0
180000,28,187205,182435,131327,131288,5,0,7326,4124,0
250000,27,73,2244,3119,1860,2265,3119,1943,10094,0
140000,27,24048,1999,109104,110336,2014,110330,5012,5000,0
200000,28,6905,8674,6449,14392,4628,6454,14392,600,0
70000,29,32938,33635,35287,36002,1548,2200,1600,2000,0
160000,28,7169,581,0,972,581,0,972,1,0
50000,28,0,0,16248,17105,0,16248,1600,337,0
30000,28,26026,27300,26577,28120,2000,0,2000,2000,0
110000,28,102282,104196,105922,108820,5200,5000,5000,2100,0
180000,27,20793,18795,23194,44070,10053,12057,30035,863,0
150000,28,24942,83333,75249,61949,80284,6254,6119,33333,0
110000,28,111425,95724,97712,99687,4300,4422,4493,3800,0
90000,27,84404,86109,92140,88296,3100,8100,0,3200,0
110000,28,107800,105820,104780,98139,4000,4000,4100,3000,0
40000,28,3333,-167,-5187,-187,167,4982,5000,0,0
130000,37,1390,2196,7533,4656,2196,7533,4689,840,0
40000,28,38941,39039,24501,15143,2002,1607,1580,2500,0
180000,27,10070,11392,14688,14040,1500,3500,0,0,0
210000,28,209479,211302,-4244,205759,10000,2572,213509,6022,1
200000,28,1707,1106,2628,7502,1109,2807,26316,50108,0
260000,28,251829,234867,237497,215343,10000,10500,9150,7500,0
20000,25,769,1011,628,2198,1500,700,2500,0,0
150000,29,14075,0,0,0,0,0,0,0,0
250000,26,123148,135439,42090,61558,15447,12004,21558,20894,0
80000,27,74640,72565,63342,51529,20024,10000,4000,2000,0
30000,24,14597,15614,18246,17660,1568,3200,0,700,1
20000,27,-2000,780,0,-1000,2780,2000,1000,1000,0
50000,29,23451,22781,24108,25203,0,2000,1800,2200,1
460000,29,428369,436349,449078,457587,16833,21000,20000,8000,0
340000,30,326,7132,16684,25749,7132,10000,10000,5000,0
10000,23,4304,5324,6509,7313,1100,1279,1083,500,0
50000,24,11772,13014,11199,12693,1469,1600,2000,0,0
110000,24,74349,70338,71796,73253,3101,3187,3244,2700,0
50000,22,45614,50781,45429,28927,5991,41,1617,816,0
100000,27,194,678,1032,516,1000,1032,0,998,1
80000,27,400,600,600,100,600,600,100,900,0
500000,28,33758,33048,45422,46483,1626,13000,2100,37000,0
360000,28,0,0,0,0,0,0,0,0,0
280000,29,-650,-650,2057,650,0,2707,3,3072,0
300000,29,8857,8102,12214,27299,3000,5000,21312,0,0
20000,27,390,0,780,0,0,780,0,0,0
460000,28,1358,55022,50394,3917,55071,1263,3934,1702,0
500000,28,92442,96905,111219,251573,7036,20042,150122,75182,0
500000,27,252881,224633,486367,616836,30032,271636,30876,60044,0
360000,28,9179,10977,14190,16328,10977,8500,4000,1700,0
50000,27,3043,2432,3754,11985,2446,3754,12053,19332,0
30000,29,27720,0,0,22015,0,0,22015,1000,0
140000,29,0,0,0,0,0,0,0,0,0
50000,29,759,360,360,360,360,360,360,360,0
20000,29,22819,19296,20183,20036,1700,2000,1600,1000,0
20000,29,14171,11136,20649,-1001,2000,10000,0,1000,0
80000,27,58324,56789,58276,60102,0,2400,3000,2500,1
230000,28,231357,233543,99033,237008,10000,7000,237008,6488,0
110000,27,107339,109029,106974,97327,3873,5051,3645,1984,0
90000,27,64497,49929,41498,36492,2297,2406,1400,493,0
200000,28,833,932,662,311,932,0,0,355,0
60000,25,55656,58740,59257,56229,4041,2227,14682,1634,0
50000,29,38916,37990,42382,43190,0,5000,1800,0,1
130000,29,78337,81029,83032,83362,4000,4200,2912,2500,0
260000,29,30903,1520,1593,149,1200,1758,152,1960,0
180000,29,0,0,0,0,0,0,0,0,1
240000,29,90440,92433,94548,96375,3500,3600,3500,3500,0
150000,28,15855,27241,20818,9864,18056,4065,1058,3976,0
260000,28,825,650,825,644,650,1000,644,1000,0
100000,29,711,1141,210,780,1000,780,1930,0,1
50000,29,13778,15837,16285,17009,2600,1000,1300,1500,0
150000,27,149340,152460,141196,105802,10000,6040,5750,3000,0
40000,27,33077,34055,32644,29645,1554,3071,1384,1047,0
20000,24,17172,18179,19061,20182,1597,1479,1600,400,0
30000,28,29234,29383,29851,29978,2000,2000,2000,1200,0
280000,28,10296,1820,0,5970,3543,1195,5970,8628,0
430000,29,402396,384100,375827,330644,14000,13400,30696,53036,0
70000,29,17103,18312,19516,20685,1500,1500,1500,1800,1
30000,29,27904,28547,29398,29864,1500,1700,1500,1010,0
30000,27,7956,10529,28870,29391,5000,28872,1500,1000,0
80000,29,2170,17562,17709,15631,17568,3015,2008,1009,0
50000,27,47189,48182,49479,49704,1778,2075,1300,700,0
230000,27,24874,19500,11717,7540,2000,2000,3540,5000,0
230000,29,41154,44121,43286,39215,4000,2500,0,3000,0
110000,29,55700,58362,56598,51908,5000,2500,0,2000,1
200000,29,2500,2500,2500,2500,0,0,0,0,1
50000,28,44619,44645,44841,44950,2150,2300,2250,1700,0
60000,28,30567,31274,34455,35094,1519,3700,1500,0,0
20000,28,780,1180,0,410,1180,0,410,1000,0
320000,29,172655,168256,165530,161152,10000,10000,10000,10000,0
220000,28,150544,155328,156136,158416,12000,6000,6000,6000,0
470000,29,215666,209106,207970,212373,7395,8037,9048,10000,0
60000,29,11976,13462,15231,16966,2000,2000,2000,1500,0
330000,29,25131,16610,17586,12580,1200,1157,1331,4005,0
110000,28,109241,111541,113676,114223,5600,5400,4000,0,1
80000,29,12237,11756,11281,12785,0,0,2000,0,1
290000,30,243992,241283,243722,235297,11091,12000,9000,12000,0
20000,22,2400,2400,2400,2400,0,0,0,0,1
30000,28,9799,10056,9815,7576,2350,2000,0,144,0
80000,27,58323,60741,62813,65151,4000,3662,4000,2500,0
50000,28,28249,19304,5742,0,1196,2000,8,0,1
150000,28,88609,4635,2160,-2,4660,2166,0,0,0
20000,28,18534,17944,20199,19492,0,2860,0,549,0
140000,24,103884,105697,101636,97298,4000,4000,3800,3000,0
260000,30,182329,181133,177351,175130,10000,10000,10000,10000,0
120000,30,2494,1991,1497,998,1997,1506,1001,699,0
110000,30,35283,26000,9000,63853,1500,1500,63853,1500,0
140000,30,132970,136435,138696,139673,6334,6600,5500,4821,0
100000,27,108762,101941,99264,90972,25,4902,4118,30018,0
360000,30,9939,14212,44803,118712,14226,46012,129567,685,0
70000,30,68671,60808,62648,46342,2500,3182,1800,1300,0
210000,30,129890,135229,106382,79423,12112,4513,3400,5000,0
200000,30,15140,18028,16456,15370,18044,16474,15392,14972,0
200000,28,162439,92626,73816,79033,4000,3000,6500,3013,0
160000,28,157921,144659,154012,151403,6000,25409,30000,5000,0
120000,31,-190,-620,-1050,-1910,0,0,0,2150,1
180000,32,173179,168499,170856,177544,0,7326,10000,7000,0
240000,29,210522,224877,208870,107964,20000,8403,4978,220000,0
120000,27,113556,114844,117777,119086,4200,4773,3776,3200,1
200000,28,99216,100142,34162,712,5300,3000,8712,712,0
280000,30,166037,166291,162992,134154,12126,39102,5000,30000,0
20000,30,16925,12216,1179,1536,1000,1179,1536,0,1
20000,30,17005,15451,18067,17469,0,2874,0,2712,1
260000,29,8832,1528,0,0,15,0,0,5987,1
220000,29,326,326,326,326,326,326,326,326,0
30000,30,5678,20762,2462,13019,20774,2476,13263,4793,0
80000,29,80832,40283,317,401,2000,450,500,35000,0
80000,30,66995,67794,69607,70864,2500,3500,3000,2800,1
140000,30,1800,1885,4158,2021,1885,4158,0,0,0
220000,30,780,390,0,780,390,0,780,0,1
110000,30,57040,51123,47251,46630,5000,4000,4000,10000,0
240000,31,168376,172809,176012,179175,7648,7900,8000,6500,0
170000,28,145584,125746,127407,146833,6500,5609,70000,2700,0
210000,31,140994,140224,141553,143811,5100,5201,5160,5200,0
300000,29,1898,2570,4576,3567,2572,4599,3585,2180,1
190000,26,124896,100078,102801,98753,4633,8858,12,3588,0
200000,27,4484,192047,191248,191678,195316,7019,7493,5275,0
150000,25,141242,71740,146608,148658,4000,77000,6000,5000,0
50000,23,16252,17275,18392,19170,1600,1700,1400,1689,0
10000,24,-2,-391,-781,9211,0,0,10500,500,0
70000,31,25856,13737,7716,25732,13737,7716,25740,46684,0
470000,30,9884,3285,5103,9258,3301,5127,9304,4326,0
250000,28,4003,2527,1652,7734,2549,1715,8042,4023,0
70000,28,71199,49042,47087,28596,2507,3024,2122,0,0
80000,28,0,47,207,0,47,207,0,0,0
270000,29,1576,199973,192008,166364,199973,8000,7800,5000,0
180000,27,349,1257,1097,243,1260,1104,243,323,1
230000,29,481,12381,0,0,12381,0,0,0,0
80000,30,79629,78010,5976,5812,1691,1106,1060,154,1
290000,30,792,264,264,264,264,0,0,260,0
230000,30,33400,36348,36163,32653,36348,3010,20000,1200,0
130000,31,132242,117873,120889,118293,5000,5000,5000,5000,0
500000,32,331751,254846,162969,142735,10558,7410,3068,94,0
580000,32,49193,46367,38111,33497,11686,8348,6593,7197,0
180000,30,42198,43192,47493,48401,2000,5000,2000,2500,0
460000,31,4533,9023,8317,12338,5002,1,5002,1001,0
70000,30,72576,70775,68184,67172,0,3047,2849,1800,1
310000,32,217464,217951,222465,142935,8500,9100,5200,7300,0
50000,30,49233,48146,50029,50921,0,3000,5000,0,1
200000,32,88808,86484,92504,90120,0,7421,0,5000,1
300000,31,4370,0,0,0,0,0,0,0,0
110000,31,7300,593,11801,11312,593,11801,11312,0,0
50000,27,-45,559,163,267,1000,0,500,0,1
360000,31,0,392,827,136198,392,827,137101,5000,0
220000,31,38386,40726,38597,0,3000,1000,0,0,0
190000,31,104503,106773,114791,106414,4000,9844,3283,24,0
20000,23,18337,19317,19645,19935,1602,1710,1000,0,1
80000,31,6887,171,1125,1613,171,1125,1613,0,0
50000,29,51234,51227,50936,49823,2300,2100,2000,2000,0
50000,30,13745,-4338,46881,47832,125,52000,2000,0,0
360000,31,34831,29791,19013,17929,5059,1383,2000,3030,0
90000,30,40768,41789,42913,44388,2000,2100,2500,2000,0
200000,30,0,680,1100,1500,680,1100,1500,1402,0
410000,30,7011,9173,7259,8430,9222,8036,8542,5155,0
330000,31,165042,163406,137664,3381,9000,7558,5000,42054,0
100000,30,96846,98364,21255,0,5055,1049,0,0,0
200000,31,6961,3848,4581,610,3853,4581,612,0,0
110000,30,47755,15484,-41,0,1525,0,41,109332,0
90000,31,33868,34614,33776,34767,1600,0,1563,1300,1
320000,30,26310,28236,29368,160578,2728,2240,160578,4600,0
70000,30,832,416,832,416,0,832,0,416,0
220000,30,91210,91093,76832,66879,4000,3000,2271,2009,0
180000,32,220901,207382,201883,196524,0,7820,7000,7000,1
180000,31,12805,11784,13589,15301,2000,2000,2000,1000,0
240000,31,231467,231619,234261,231597,8500,9358,5104,864,1
140000,30,70568,58294,59571,60793,2100,2200,2200,3000,1
280000,30,106907,110550,113877,115223,6900,6600,4700,5100,0
30000,31,14107,14779,14252,16205,1200,0,2200,0,1
20000,31,5380,0,184,184,0,184,0,5924,0
80000,29,58246,61650,0,0,5000,0,0,0,0
230000,30,171861,157389,161622,162501,10000,10000,8000,10000,0
200000,30,143266,113676,116355,117802,6000,6000,5000,6000,1
520000,29,464541,388685,280101,184081,15521,10423,7215,4012,0
400000,29,237425,242225,246475,252429,8600,8000,9000,8200,1
30000,25,836,836,836,390,836,836,390,390,0
370000,31,35605,39837,41576,44178,5000,3000,5000,5000,0
150000,31,500,15338,0,0,15338,0,0,650,0
80000,26,27897,24833,23331,21964,0,1527,1500,540,1
430000,26,438795,438691,437284,435832,18000,18000,16570,11803,0
20000,24,19498,13056,14092,10474,2000,1254,1000,724,1
50000,27,49321,47912,39421,40165,1700,2000,1700,1700,0
60000,24,48945,52362,51255,52119,4549,0,2313,2044,1
360000,28,2988,2766,2766,2766,2766,2766,2766,3373,0
280000,31,-1,-1,-1,-1,0,0,82150,0,0
360000,29,18454,16419,12932,91329,6028,6032,99578,2507,0
420000,32,60825,45060,25056,24751,1407,1407,1332,963,0
320000,31,4445,4959,4000,3992,4984,4121,4012,1598,0
90000,31,5287,7525,10360,0,2500,3000,0,0,0
360000,33,5484,4307,12004,21810,4317,12006,21810,0,1
70000,30,68668,65750,67879,69161,2347,3182,3144,2600,0
50000,26,46008,3756,195,4226,1007,1000,4226,5000,0
200000,30,141785,144933,148103,148137,7000,7000,4000,4000,0
250000,31,0,0,7066,0,0,7066,145,0,0
150000,33,1340,1805,4290,-10,1815,4354,0,2009,0
350000,33,694,10436,10857,12688,10524,10916,12745,6344,0
30000,32,28729,28305,16084,4432,2000,2000,2000,26100,0
200000,30,173639,176605,179754,182763,7310,7459,7468,6275,0
200000,32,78284,10532,0,0,5005,0,0,0,0
150000,29,102802,112174,6263,6824,12186,6263,6824,10000,0
190000,30,138429,141192,144484,148760,4555,5058,6489,1602,0
340000,30,20865,2611,3255,57920,2000,3255,57920,22659,0
360000,31,0,951,3760,752,951,3760,752,0,0
280000,30,17913,380,5118,380,380,5118,380,380,0
30000,47,29119,29827,29583,29166,1500,2019,1400,600,0
300000,35,0,0,0,0,0,0,0,0,0
220000,37,217638,213843,211233,194579,7506,23007,7991,4191,0
80000,41,81070,63610,58099,52599,2385,5028,21595,5541,0
30000,40,20801,23534,22875,24155,3400,0,2000,1500,1
40000,37,9608,12127,11647,13138,3000,0,2000,2000,0
200000,29,145090,151564,115836,122359,12000,0,10000,5000,0
200000,30,83149,94976,106808,115702,13550,13590,12356,12500,0
110000,29,750,71015,72517,72537,71022,5000,5000,5000,0
100000,31,93975,95030,96611,97947,3500,4000,4005,600,1
20000,34,390,18864,19499,19780,18864,1329,1000,0,1
120000,46,104153,98955,96298,90570,4500,4400,4040,3100,0
280000,37,85029,71353,67680,65173,2625,2497,2914,1921,0
280000,30,29161,14908,237367,233819,1282,233836,6935,5931,0
300000,42,0,159,803,486,159,803,8,387,0
420000,43,3542,2967,2977,2987,3010,3035,3029,3637,0
80000,41,11688,8739,10926,3355,8739,10926,3362,6127,0
360000,49,1050,390,390,750,390,390,750,930,1
260000,37,9801,11115,11930,12954,1485,1300,1229,1521,0
260000,32,5227,10100,14909,19623,5000,5000,5000,716,0
110000,32,64651,65920,67290,68652,2941,3026,3076,2638,0
400000,32,271974,337765,138235,136102,100000,10007,3601,22000,0
20000,32,15598,15055,16511,15953,0,2000,0,800,1
170000,35,136460,139216,143695,145550,4800,6500,5500,10774,0
70000,35,27915,31009,31914,32394,3577,1700,1300,0,0
210000,39,840,1665,610,0,1665,610,0,0,0
10000,38,6798,8055,7803,8623,1500,0,1100,1000,1
780000,48,171459,178587,190663,195124,10000,15004,10000,8000,0
420000,35,413076,414013,417086,348345,15048,16078,12638,50700,0
280000,44,295786,305529,311081,313242,15000,10472,11334,10010,0
50000,46,390,170,780,390,170,1000,0,780,0
50000,49,49206,51097,50011,53469,3000,0,5000,2005,1
60000,33,32961,31379,31328,30905,1799,3000,1420,2000,0
20000,33,18330,17797,18731,19610,1291,1324,1302,672,0
170000,35,148655,150727,154850,150893,6000,8000,0,19172,1
330000,48,6051,8346,8952,2732,8387,8996,2745,2745,0
30000,37,20829,22689,22043,23367,2500,0,2000,2000,1
350000,42,671,671,671,671,671,671,671,671,1
290000,49,193650,127336,125088,123694,4126,4304,4000,5000,0
50000,49,49943,47585,47582,21391,0,2500,1300,2000,1
20000,45,0,390,0,780,780,0,780,0,0
30000,38,18526,12529,5937,5880,1500,5937,5888,1680,1
50000,37,50239,49642,48381,44113,1799,2060,1014,170,0
70000,39,63330,62711,57774,47326,5024,5043,5000,5000,0
310000,33,232244,157098,84865,70995,40,3959,2807,2000,0
220000,48,2858,1929,10417,9363,1000,10417,1061,525,0
360000,34,686,3821,1937,944,3821,1937,944,1219,0
140000,38,1110,24629,22984,4456,24633,10066,4457,3353,0
200000,38,102272,104978,105924,102663,5000,4500,0,3500,1
20000,42,14310,15665,16706,18214,1600,1600,2100,1000,1
290000,36,154923,159186,323836,112929,6507,6400,4490,2000,0
300000,36,76382,166051,167541,167905,115718,7905,6509,5874,0
