Selected,LoanNr_ChkDgt,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,DisbursementDate,DisbursementGross,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
1,6685084007,532490,15963,2003,240,15,2.0,15,0,1,1,16238.0,516000,0,517000,517000,1,1,1.0,0,7200,23438.0,0
0,6687254003,532310,15963,2003,84,2,1.0,0,2,1,1,15978.0,7319,0,33000,16500,0,0,0.5,0,2520,18498.0,0
1,6696444003,531311,15965,2003,84,1,1.0,1,1,1,1,16130.0,50000,0,50000,25000,0,0,0.5,0,2520,18650.0,0
0,6711794002,531210,15971,2003,240,13,0.0,13,12,1,1,16329.0,904000,0,904000,904000,0,1,1.0,0,7200,23529.0,0
0,6715904006,532490,15971,2003,240,4,1.0,2,0,1,1,16084.0,395000,0,395000,395000,0,1,1.0,0,7200,23284.0,0
0,6717084002,531210,15971,2003,84,1,1.0,0,1,1,1,16009.0,25000,0,25000,12500,0,0,0.5,0,2520,18529.0,0
1,6740524001,531210,15977,2003,240,4,1.0,4,0,1,1,16056.0,936000,0,936000,936000,0,1,1.0,0,7200,23256.0,0
0,6748704001,531320,15978,2003,300,4,1.0,0,4,1,1,16009.0,110000,0,110000,93500,0,1,0.85,0,9000,25009.0,0
0,6757194005,532210,15981,2004,51,6,1.0,0,6,1,1,16009.0,49750,49750,50000,25000,0,0,0.5,1,1530,17539.0,1
1,6759684003,531320,15981,2004,300,7,1.0,0,7,1,1,16009.0,250000,0,250000,187500,0,1,0.75,0,9000,25009.0,0
1,6765134009,531311,15985,2004,63,5,1.0,1,5,1,1,16009.0,50000,49750,50000,25000,0,0,0.5,1,1890,17899.0,1
1,6770984000,531210,15986,2004,300,4,1.0,4,0,1,1,16039.0,135000,0,135000,114750,0,1,0.85,0,9000,25039.0,0
1,6771504009,531210,15986,2004,300,1,1.0,1,2,1,1,16009.0,700000,0,700000,525000,0,1,0.75,0,9000,25009.0,0
0,6790654003,531210,15992,2004,8,10,1.0,3,10,1,1,16070.0,65283,30567,50000,25000,0,0,0.5,0,240,16310.0,1
1,6794064000,532490,15993,2004,84,2,1.0,0,2,1,1,16009.0,51831,0,35000,17500,0,0,0.5,0,2520,18529.0,0
0,6822054006,531210,15999,2004,300,1,1.0,2,1,1,1,16039.0,337000,0,337000,252750,0,1,0.75,0,9000,25039.0,0
1,6824824005,531210,16000,2004,300,7,1.0,1,7,1,1,16101.0,1530000,0,1530000,999992,0,1,0.653589543,0,9000,25101.0,0
0,6825944008,531210,16000,2004,84,3,1.0,0,3,1,1,16009.0,77300,0,50000,25000,0,0,0.5,0,2520,18529.0,0
1,6832574002,531210,16001,2004,300,1,1.0,1,1,1,1,16039.0,460000,0,460000,345000,0,1,0.75,0,9000,25039.0,0
0,6832984007,531210,16001,2004,31,3,1.0,0,3,1,1,16009.0,50000,38985,50000,25000,0,0,0.5,0,930,16939.0,1
0,6848324002,531210,16006,2004,84,4,1.0,5,4,1,1,16009.0,57100,0,57100,28550,0,0,0.5,0,2520,18529.0,0
1,6857804006,532220,16008,2004,84,3,1.0,1,3,1,1,16070.0,35000,0,35000,17500,0,0,0.5,0,2520,18590.0,0
1,6860944003,531210,16008,2004,54,3,1.0,0,3,1,1,16039.0,9576,9576,10000,5000,0,0,0.5,1,1620,17659.0,1
1,6862714008,532120,16009,2004,50,5,1.0,0,5,1,1,16039.0,28073,20993,25000,12500,0,0,0.5,1,1500,17539.0,1
0,6880584010,532292,16013,2004,84,12,2.0,0,12,1,1,16070.0,10000,0,10000,5000,1,0,0.5,0,2520,18590.0,0
0,6889174001,531311,16015,2004,57,3,1.0,1,3,1,1,16039.0,50000,50000,50000,25000,0,0,0.5,1,1710,17749.0,1
1,6914274010,531210,16022,2004,240,244,1.0,63,244,67219,1,16112.0,907000,0,907000,907000,0,1,1.0,0,7200,23312.0,0
1,6932704001,532111,16027,2004,120,4,1.0,0,0,1,1,16070.0,150000,0,150000,127500,0,0,0.85,0,3600,19670.0,0
0,6935884004,531210,16027,2004,240,90,1.0,18,0,1,1,16084.0,275000,0,275000,275000,0,1,1.0,0,7200,23284.0,0
1,6959494010,532292,16034,2004,300,10,1.0,0,10,1,1,16070.0,462000,0,462000,346500,0,1,0.75,0,9000,25070.0,0
1,6963064002,531210,16034,2004,240,20,1.0,20,0,1,1,16203.0,680000,0,680000,680000,0,1,1.0,0,7200,23403.0,0
0,6969954010,531312,16035,2004,240,50,1.0,12,0,1,1,16175.0,362000,0,362000,362000,0,1,1.0,0,7200,23375.0,0
1,6972784008,532292,16037,2004,84,3,1.0,0,3,1,1,16222.0,6000,0,6000,3000,0,0,0.5,0,2520,18742.0,0
1,6972824007,531210,16037,2004,20,2,1.0,0,2,1,1,16070.0,25500,18441,25500,12750,0,0,0.5,0,600,16670.0,1
1,6974894010,531210,16037,2004,11,2,1.0,0,2,1,2,16070.0,22670,5092,20000,10000,0,0,0.5,0,330,16400.0,1
1,6978214002,531210,16040,2004,84,1,1.0,0,1,1,1,16130.0,10000,0,10000,5000,0,0,0.5,0,2520,18650.0,0
1,6982324003,532299,16041,2004,120,10,1.0,2,0,1,1,16070.0,208000,0,208000,156000,0,0,0.75,0,3600,19670.0,0
0,6988134006,532230,16042,2004,84,5,1.0,2,5,1,1,16344.0,62126,0,30000,15000,0,0,0.5,0,2520,18864.0,0
0,6989123009,532420,12565,1994,120,2,1.0,0,0,1,0,12630.0,65000,0,65000,58500,0,0,0.9,0,3600,16230.0,0
0,6992584004,532230,16043,2004,12,9,1.0,0,9,1,1,16070.0,100000,0,100000,50000,0,0,0.5,0,360,16430.0,0
0,6993854004,532230,16043,2004,60,2,1.0,0,2,1,1,16101.0,135000,0,135000,67500,0,0,0.5,1,1800,17901.0,0
1,6994474010,531320,16043,2004,108,6,1.0,0,0,1,1,16070.0,300000,290002,300000,225000,0,0,0.75,0,3240,19310.0,1
1,7017704002,532111,16049,2004,29,9,1.0,0,9,1,1,16070.0,50000,37033,50000,25000,0,0,0.5,0,870,16940.0,1
0,7042144002,531210,16056,2004,59,8,1.0,0,8,1,1,16101.0,47752,47725,47800,23900,0,0,0.5,1,1770,17871.0,1
0,7046074002,532120,16057,2004,84,1,1.0,5,1,1,1,16161.0,64000,0,45000,22500,0,0,0.5,0,2520,18681.0,0
0,7060144006,531210,16062,2004,34,1,1.0,1,1,1,1,16101.0,6000,5224,6000,3000,0,0,0.5,0,1020,17121.0,1
1,7069534001,531210,16063,2004,84,15,1.0,0,15,1,1,16130.0,89600,0,35000,17500,0,0,0.5,0,2520,18650.0,0
1,7079304006,531210,16070,2004,22,4,1.0,2,4,1,1,16101.0,112583,44121,45000,22500,0,0,0.5,0,660,16761.0,1
1,7081354009,532490,16072,2004,300,5,1.0,0,5,1,1,16130.0,450000,0,450000,337500,0,1,0.75,0,9000,25130.0,0
0,7087124000,531120,16076,2004,300,7,1.0,3,11,1,1,16130.0,1385000,0,1385000,999997,0,1,0.722019495,0,9000,25130.0,0
1,7091614008,532210,16083,2004,240,75,1.0,25,75,1,1,16329.0,999000,0,1000000,1000000,0,1,1.0,0,7200,23529.0,0
1,7094094002,531210,16084,2004,84,8,1.0,2,8,1,1,16101.0,44500,0,30000,15000,0,0,0.5,0,2520,18621.0,0
1,7094364000,531210,16084,2004,17,1,1.0,0,1,1,1,16101.0,17443,8463,10000,5000,0,0,0.5,0,510,16611.0,1
1,7095884005,531320,16085,2004,28,1,1.0,0,1,1,1,16101.0,10422,6889,10000,5000,0,0,0.5,0,840,16941.0,1
0,7097794006,531312,16085,2004,55,2,1.0,0,2,1,1,16101.0,37000,36843,37000,18500,0,0,0.5,1,1650,17751.0,1
0,7105284007,531210,16090,2004,240,9,1.0,9,9,1,1,16175.0,1300000,0,1300000,1300000,0,1,1.0,0,7200,23375.0,0
1,7107714009,532230,16090,2004,20,6,1.0,0,6,1,1,16161.0,100000,29287,50000,25000,0,0,0.5,0,600,16761.0,1
1,7108044000,532220,16090,2004,106,10,1.0,0,0,1,1,16101.0,150000,143620,150000,127500,0,0,0.85,0,3180,19281.0,1
1,7108164001,531320,16090,2004,84,1,1.0,0,1,1,1,16130.0,35000,0,35000,17500,0,0,0.5,0,2520,18650.0,0
0,7109384010,532490,16090,2004,205,3,1.0,1,3,1,1,16161.0,150000,0,150000,127500,0,0,0.85,0,6150,22311.0,0
0,7119074004,531210,16093,2004,240,34,1.0,14,0,1,1,16294.0,589000,0,589000,589000,0,1,1.0,0,7200,23494.0,0
0,7119444008,531311,16093,2004,37,3,1.0,0,3,1,1,16130.0,18000,12765,18000,9000,0,0,0.5,0,1110,17240.0,1
0,7125643009,532230,12584,1994,120,2,2.0,0,0,1,0,12722.0,25000,0,25000,22500,1,0,0.9,0,3600,16322.0,0
0,7131574004,531210,16099,2004,300,12,1.0,0,12,1,1,16161.0,477000,0,477000,357750,0,1,0.75,0,9000,25161.0,0
0,7136054000,531210,16100,2004,31,1,1.0,0,1,1,1,16130.0,17000,11049,17000,8500,0,0,0.5,0,930,17060.0,1
1,7138074010,532412,16100,2004,84,2,1.0,0,2,1,1,16130.0,185000,0,150000,75000,0,0,0.5,0,2520,18650.0,0
0,7143384003,533110,16100,2004,71,2,1.0,0,2,1,1,16130.0,128889,0,50100,25050,0,0,0.5,0,2130,18260.0,0
1,7169023002,532111,12590,1994,60,8,1.0,0,0,1,0,12630.0,250000,0,250000,212500,0,0,0.85,0,1800,14430.0,0
1,7182204009,531320,16113,2004,84,3,1.0,0,3,1,1,16161.0,50000,0,50000,25000,0,0,0.5,0,2520,18681.0,0
0,7186303005,532112,12592,1994,300,10,1.0,0,0,1,0,12630.0,426000,0,426000,298200,0,1,0.7,0,9000,21630.0,0
1,7191454005,531210,16119,2004,240,107,1.0,0,1,1,1,16294.0,591000,0,620000,620000,0,1,1.0,0,7200,23494.0,0
0,7194264002,532230,16119,2004,40,2,1.0,2,2,1,0,16130.0,5000,3377,5000,4250,0,0,0.85,0,1200,17330.0,1
1,7194924010,532490,16119,2004,240,4,1.0,6,0,1,1,16266.0,207000,0,207000,207000,0,1,1.0,0,7200,23466.0,0
1,7196184006,531210,16120,2004,25,2,1.0,1,2,1,1,16130.0,95500,55879,100000,50000,0,0,0.5,0,750,16880.0,1
1,7206134007,532411,16124,2004,84,2,1.0,0,2,1,1,16161.0,10000,0,10000,5000,0,0,0.5,0,2520,18681.0,0
1,7217454004,531210,16127,2004,240,1,1.0,4,1,1,1,16238.0,176000,0,176000,176000,0,1,1.0,0,7200,23438.0,0
0,7217684003,532230,16127,2004,84,2,1.0,1,2,1,0,16130.0,5000,0,5000,4250,0,0,0.85,0,2520,18650.0,0
0,7223374000,532420,16131,2004,240,85,1.0,15,85,1,1,16266.0,1298000,0,1300000,1300000,0,1,1.0,0,7200,23466.0,0
0,7223384003,531210,16131,2004,240,6,1.0,2,6,1,1,16203.0,517000,0,517000,517000,0,1,1.0,0,7200,23403.0,0
0,7224074006,531210,16131,2004,120,3,1.0,0,3,1,1,16283.0,281643,0,301500,226125,0,0,0.75,0,3600,19883.0,0
0,7228074003,532490,16132,2004,60,1,1.0,1,1,1,1,16161.0,25000,0,25000,12500,0,0,0.5,1,1800,17961.0,0
0,7229264003,531210,16132,2004,33,1,1.0,0,1,1,1,16252.0,20000,8017,10000,5000,0,0,0.5,0,990,17242.0,0
0,7241224005,531320,16135,2004,45,8,1.0,0,8,1,1,16161.0,312000,166805,312000,234000,0,0,0.75,1,1350,17511.0,1
0,7242844005,531210,16135,2004,12,2,1.0,0,2,1,1,16161.0,75000,0,75000,37500,0,0,0.5,0,360,16521.0,0
1,7247904009,531210,16139,2004,17,3,1.0,2,3,1,1,16161.0,50000,28522,50000,25000,0,0,0.5,0,510,16671.0,1
1,7248634002,532412,16139,2004,84,2,1.0,0,2,1,1,16191.0,42000,0,37000,18500,0,0,0.5,0,2520,18711.0,0
0,7248894010,531110,16139,2004,84,11,1.0,0,11,1,1,16161.0,460000,0,150000,75000,0,0,0.5,0,2520,18681.0,0
0,7251554003,531210,16140,2004,300,3,1.0,0,3,1,1,16161.0,750000,0,750000,562500,0,1,0.75,0,9000,25161.0,0
1,7255174004,531120,16141,2004,240,7,1.0,4,0,1,1,16266.0,824000,0,824000,824000,0,1,1.0,0,7200,23466.0,0
1,7262084010,531210,16142,2004,240,18,1.0,10,0,1,1,16238.0,931000,0,931000,931000,0,1,1.0,0,7200,23438.0,0
0,7263074009,531210,16142,2004,260,1,1.0,0,1,1,1,16191.0,498000,0,550100,412575,0,1,0.75,0,7800,23991.0,0
1,7267504004,532111,16145,2004,84,2,2.0,0,0,1,1,16161.0,8165,0,85000,72250,1,0,0.85,0,2520,18681.0,0
1,7273104009,531210,16147,2004,216,3,1.0,0,3,1,1,16191.0,472500,169122,472500,354375,0,0,0.75,0,6480,22671.0,1
0,7276524001,531390,16148,2004,84,1,1.0,1,1,1,1,16191.0,50000,0,50000,25000,0,0,0.5,0,2520,18711.0,0
0,7276654005,531210,16148,2004,72,1,1.0,0,1,1,1,16891.0,15000,0,15000,7500,0,0,0.5,0,2160,19051.0,0
1,7277444003,532292,16148,2004,96,19,1.0,0,0,1,1,16191.0,150000,0,150000,127500,0,0,0.85,0,2880,19071.0,0
0,7277584010,531311,16148,2004,84,1,1.0,0,1,1,1,16191.0,5000,0,5000,2500,0,0,0.5,0,2520,18711.0,0
1,7281434003,532412,16149,2004,84,6,1.0,1,6,1,1,16191.0,50000,0,50000,25000,0,0,0.5,0,2520,18711.0,0
1,7286864002,531210,16152,2004,82,2,1.0,0,2,1,1,16191.0,27626,0,25000,12500,0,0,0.5,0,2460,18651.0,0
1,7287434004,531210,16152,2004,240,6,2.0,5,5,1,1,16238.0,175000,0,175000,175000,1,1,1.0,0,7200,23438.0,0
0,7291514007,532112,16153,2004,240,2,1.0,6,0,1,1,16294.0,721000,0,721000,721000,0,1,1.0,0,7200,23494.0,0
0,7304684001,531312,16156,2004,84,1,1.0,0,1,1,1,16191.0,10000,0,10000,5000,0,0,0.5,0,2520,18711.0,0
0,7306684005,531311,16159,2004,84,4,1.0,0,4,1,2,16191.0,25000,0,25000,12500,0,0,0.5,0,2520,18711.0,0
0,7310684008,531210,16160,2004,8,3,1.0,1,3,1,1,16314.0,216429,84575,85000,42500,0,0,0.5,0,240,16554.0,1
0,7312604010,532230,16160,2004,120,6,1.0,0,6,1,1,16222.0,252000,0,252000,189000,0,0,0.75,0,3600,19822.0,0
0,7313324000,531210,16161,2004,294,3,1.0,3,3,1,1,16191.0,270000,0,270000,202500,0,1,0.75,0,8820,25011.0,0
1,7319124000,531210,16162,2004,84,19,1.0,0,19,1,1,16191.0,31500,0,23000,11500,0,0,0.5,0,2520,18711.0,0
0,7321294004,532412,16162,2004,120,8,1.0,0,8,1,1,16222.0,700000,0,700000,525000,0,0,0.75,0,3600,19822.0,0
0,7322134004,531210,16162,2004,300,6,1.0,0,6,1,1,16222.0,187500,0,187500,140625,0,1,0.75,0,9000,25222.0,0
1,7324554005,532299,16163,2004,84,20,1.0,3,20,1,1,16191.0,30390,0,25000,12500,0,0,0.5,0,2520,18711.0,0
0,7327534005,531390,16166,2004,240,20,1.0,10,0,1,1,16266.0,371000,0,372000,372000,0,1,1.0,0,7200,23466.0,0
1,7327824009,532210,16166,2004,120,3,1.0,0,0,1,1,16222.0,75000,0,75000,63750,0,0,0.85,0,3600,19822.0,0
1,7335084001,532412,16168,2004,84,7,1.0,1,7,1,1,16252.0,200000,0,100000,50000,0,0,0.5,0,2520,18772.0,0
1,7335484003,531210,16168,2004,32,5,1.0,5,10,1,1,16191.0,13200,13066,13200,6600,0,0,0.5,0,960,17151.0,1
0,7348734005,531210,16173,2004,36,4,1.0,0,4,1,1,16191.0,10000,8159,10000,5000,0,0,0.5,0,1080,17271.0,1
1,7356554010,531210,16176,2004,84,1,1.0,0,1,1,1,16222.0,10000,0,10000,5000,0,0,0.5,0,2520,18742.0,0
1,7357824010,531210,16176,2004,300,4,1.0,2,4,1,1,16222.0,140000,0,140000,119000,0,1,0.85,0,9000,25222.0,0
1,7360674003,531312,16177,2004,240,600,1.0,100,0,1,1,16329.0,756000,0,757000,757000,0,1,1.0,0,7200,23529.0,0
0,7384504003,531210,16187,2004,36,2,1.0,5,2,1,1,16222.0,100645,44843,45000,22500,0,0,0.5,0,1080,17302.0,1
1,7389184002,531210,16188,2004,240,3,1.0,27,0,68880,1,16567.0,1001000,0,1001000,1001000,0,1,1.0,0,7200,23767.0,0
1,7394764004,531120,16190,2004,300,12,1.0,4,12,1,1,16222.0,314300,0,314300,235725,0,1,0.75,0,9000,25222.0,0
0,7401724002,531210,16194,2004,240,9,1.0,11,0,68880,1,16392.0,249000,0,249000,249000,0,1,1.0,0,7200,23592.0,0
1,7408034010,532490,16195,2004,60,2,1.0,1,2,1,1,16252.0,100000,0,100000,50000,0,0,0.5,1,1800,18052.0,0
1,7408914003,532230,16195,2004,84,3,1.0,0,3,1,1,16222.0,77377,0,85000,42500,0,0,0.5,0,2520,18742.0,0
0,7411414007,531312,16196,2004,58,5,1.0,0,5,1,1,16222.0,49950,49950,50000,25000,0,0,0.5,1,1740,17962.0,1
0,7414164010,531210,16197,2004,56,1,1.0,0,1,1,1,16252.0,25000,24500,25000,12500,0,0,0.5,1,1680,17932.0,1
1,7414784008,532490,16197,2004,84,5,1.0,0,5,1,1,16222.0,50000,0,50000,25000,0,0,0.5,0,2520,18742.0,0
1,7416644005,532299,16197,2004,36,26,1.0,6,26,1,1,16283.0,40000,0,40000,20000,0,0,0.5,0,1080,17363.0,0
0,7422024003,531210,16201,2004,27,1,1.0,0,1,1,1,16405.0,22000,7159,10000,5000,0,0,0.5,0,810,17215.0,1
1,7426244007,531311,16202,2004,52,5,1.0,0,5,1,1,16222.0,50000,50000,50000,25000,0,0,0.5,1,1560,17782.0,1
1,7430964003,531210,16203,2004,84,10,1.0,0,10,1,1,16222.0,69451,0,50000,25000,0,0,0.5,0,2520,18742.0,0
0,7431584009,531210,16203,2004,240,110,1.0,5,0,1,1,16294.0,1132000,0,1132000,1132000,0,1,1.0,0,7200,23494.0,0
1,7433074002,531311,16204,2004,84,1,1.0,0,1,1,1,16405.0,10000,0,6000,3000,0,0,0.5,0,2520,18925.0,0
1,7437904010,531390,16205,2004,300,2,1.0,2,4,1,1,16252.0,500000,0,500000,375000,0,1,0.75,0,9000,25252.0,0
1,7444134002,532490,16208,2004,300,14,1.0,0,14,1,1,16222.0,800000,0,810000,607500,0,1,0.75,0,9000,25222.0,0
0,7449944008,531210,16210,2004,84,1,1.0,0,1,1,1,16344.0,14500,0,5000,2500,0,0,0.5,0,2520,18864.0,0
0,7452664008,532111,16210,2004,84,3,1.0,0,3,1,1,16344.0,75318,0,50000,25000,0,0,0.5,0,2520,18864.0,0
0,7454344010,531210,16211,2004,300,2,1.0,4,2,1,1,16252.0,902000,0,902000,676500,0,1,0.75,0,9000,25252.0,0
1,7454734009,531210,16211,2004,300,6,1.0,0,6,1,1,16222.0,924000,0,924000,693000,0,1,0.75,0,9000,25222.0,0
0,7455034002,532210,16211,2004,240,4,1.0,0,4,1,1,16314.0,470000,0,523000,392250,0,1,0.75,0,7200,23514.0,0
0,7456354006,531120,16211,2004,300,1,2.0,0,0,1,1,16222.0,480200,0,480200,360150,1,1,0.75,0,9000,25222.0,0
1,7459074000,531312,16212,2004,1,10,1.0,1,11,1,1,16344.0,226612,84172,85000,42500,0,0,0.5,0,30,16374.0,1
0,7460764003,532412,16215,2004,82,4,1.0,0,4,1,1,16283.0,53619,0,35000,17500,0,0,0.5,0,2460,18743.0,0
0,7461084002,531210,16215,2004,208,2,1.0,0,2,1,1,16252.0,420000,201962,420000,315000,0,0,0.75,0,6240,22492.0,1
0,7462834004,532230,16215,2004,60,3,1.0,0,3,1,1,16252.0,80000,0,80000,40000,0,0,0.5,1,1800,18052.0,0
0,7465724001,531210,16216,2004,300,10,1.0,0,10,1,1,16252.0,567000,0,567000,425250,0,1,0.75,0,9000,25252.0,0
1,7469704003,532310,16217,2004,300,3,1.0,3,6,1,1,16252.0,371000,0,371000,278250,0,1,0.75,0,9000,25252.0,0
0,7473154007,532490,16217,2004,84,2,1.0,0,2,1,1,16314.0,50000,0,50000,25000,0,0,0.5,0,2520,18834.0,0
1,7483444004,531210,16219,2004,84,4,1.0,0,4,1,1,16252.0,55000,0,50000,25000,0,0,0.5,0,2520,18772.0,0
1,7485684010,532490,16223,2004,19,2,1.0,0,2,1,1,16252.0,76609,21418,60000,30000,0,0,0.5,0,570,16822.0,1
0,7486284010,531210,16223,2004,240,5,1.0,2,5,1,1,16847.0,527000,0,527000,527000,0,1,1.0,0,7200,24047.0,0
1,7486454002,531210,16223,2004,38,8,1.0,0,8,1,1,16405.0,99000,43928,50000,25000,0,0,0.5,1,1140,17545.0,1
1,7490004010,531210,16224,2004,240,11,1.0,4,0,1,1,16329.0,158000,0,425000,425000,0,1,1.0,0,7200,23529.0,0
0,7490794002,532490,16224,2004,84,3,1.0,0,3,1,1,16436.0,45000,0,45000,22500,0,0,0.5,0,2520,18956.0,0
1,7496974009,531210,16226,2004,300,25,1.0,0,25,1,1,16252.0,539100,0,539100,404325,0,1,0.75,0,9000,25252.0,0
0,7499294001,532490,16226,2004,1,6,1.0,0,6,1,2,16375.0,25000,5301,25000,12500,0,0,0.5,0,30,16405.0,1
0,7499584005,531210,16226,2004,84,2,2.0,0,2,1,1,16405.0,20000,0,10000,5000,1,0,0.5,0,2520,18925.0,0
0,7502924002,531210,16229,2004,120,8,1.0,4,12,68880,1,16252.0,309000,0,309000,231750,0,0,0.75,0,3600,19852.0,0
0,7505534009,531210,16230,2004,240,1,1.0,3,0,1,1,16294.0,188000,0,249000,249000,0,1,1.0,0,7200,23494.0,0
0,7505564007,531210,16230,2004,300,15,1.0,3,15,1,1,16252.0,1467000,0,1467000,1100250,0,1,0.75,0,9000,25252.0,0
1,7509884006,531120,16231,2004,217,4,1.0,2,2,1,1,16252.0,1656500,586026,1656500,1242375,0,0,0.75,0,6510,22762.0,1
1,7510094002,531390,16231,2004,300,2,1.0,8,2,1,1,16252.0,1080000,0,1080000,810000,0,1,0.75,0,9000,25252.0,0
0,7517764005,531210,16236,2004,84,14,1.0,4,14,1,1,16252.0,100000,0,100000,50000,0,0,0.5,0,2520,18772.0,0
0,7520534007,531210,16237,2004,59,58,1.0,2,7,1,1,16314.0,91075,0,40000,20000,0,0,0.5,0,1770,18084.0,0
0,7521584002,532299,16237,2004,300,20,1.0,0,20,1357,1,16283.0,1423700,0,1423700,1067775,0,1,0.75,0,9000,25283.0,0
1,7524584008,531311,16237,2004,38,1,1.0,0,1,1,1,16252.0,50000,50000,50000,25000,0,0,0.5,0,1140,17392.0,1
0,7536844000,531120,16240,2004,120,39,1.0,0,39,1,1,16252.0,269200,0,269200,201900,0,0,0.75,0,3600,19852.0,0
1,7537054001,532230,16240,2004,84,1,1.0,0,1,1,1,16252.0,160000,0,160000,80000,0,0,0.5,0,2520,18772.0,0
1,7540694006,531210,16240,2004,240,40,1.0,25,0,1,1,16357.0,1300000,0,1300000,1300000,0,1,1.0,0,7200,23557.0,0
1,7542004002,531120,16245,2004,120,15,1.0,0,0,1,1,16405.0,1022400,0,1030100,515050,0,0,0.5,0,3600,20005.0,0
1,7543314003,532210,16244,2004,300,11,1.0,0,11,1,1,16283.0,144000,0,144000,122400,0,1,0.85,0,9000,25283.0,0
1,7543854001,531210,16244,2004,240,7,1.0,3,0,1,1,16420.0,305000,0,305000,305000,0,1,1.0,0,7200,23620.0,0
0,7545734004,532230,16244,2004,60,2,1.0,0,2,1,1,16283.0,60000,0,60000,30000,0,0,0.5,0,1800,18083.0,0
0,7547444004,531210,16244,2004,84,7,1.0,0,7,1,1,16436.0,10000,0,10000,5000,0,0,0.5,0,2520,18956.0,0
1,7550414007,531210,16245,2004,41,12,1.0,0,12,1,1,16283.0,231921,100000,100000,50000,0,0,0.5,1,1230,17513.0,1
0,7560924000,532490,16247,2004,84,2,1.0,0,2,1,1,16405.0,50000,0,50000,25000,0,0,0.5,0,2520,18925.0,0
0,7565744004,532111,16250,2004,300,8,1.0,0,8,1,1,16283.0,461000,0,461000,345750,0,1,0.75,0,9000,25283.0,0
1,7579354006,531210,16254,2004,36,2,1.0,0,2,1,1,16679.0,50000,0,50000,25000,0,0,0.5,1,1080,17759.0,0
1,7582324009,531210,16254,2004,84,1,1.0,0,1,1,1,16526.0,10500,0,10500,5250,0,0,0.5,0,2520,19046.0,0
1,7586944004,531210,16259,2004,84,1,1.0,1,1,1,1,16283.0,47179,0,37000,18500,0,0,0.5,0,2520,18803.0,0
1,7588964003,531210,16259,2004,240,11,1.0,4,0,1,1,16329.0,269000,0,269000,269000,0,1,1.0,0,7200,23529.0,0
0,7589794002,532412,16260,2004,36,1,1.0,0,1,1,1,16375.0,10215,0,30000,15000,0,0,0.5,0,1080,17455.0,0
0,7589934007,531210,16260,2004,84,4,1.0,3,1,1,1,16467.0,20000,0,10000,5000,0,0,0.5,0,2520,18987.0,0
1,7596344005,532412,16261,2004,120,11,1.0,0,0,1,1,16375.0,463500,0,463500,347625,0,0,0.75,0,3600,19975.0,0
0,7597863003,532230,12682,1994,120,5,1.0,0,0,1,0,12814.0,110000,0,110000,99000,0,0,0.9,0,3600,16414.0,0
0,7601104009,531210,16264,2004,27,1,1.0,0,1,1,1,16405.0,10000,6752,10000,5000,0,0,0.5,0,810,17215.0,1
0,7602864005,531210,16264,2004,84,2,1.0,0,2,1,1,16375.0,50000,0,50000,25000,0,0,0.5,0,2520,18895.0,0
0,7604654005,531210,16265,2004,22,10,1.0,5,15,1,1,16314.0,226268,67231,70000,35000,0,0,0.5,0,660,16974.0,1
0,7608964001,532299,16266,2004,84,1,1.0,0,1,1,1,16314.0,10000,0,10000,5000,0,0,0.5,0,2520,18834.0,0
1,7611764001,531390,16267,2004,16,1,1.0,0,1,1,1,16314.0,20186,19834,20000,10000,0,0,0.5,0,480,16794.0,1
0,7611994000,531110,16267,2004,240,130,1.0,25,130,1,1,16812.0,536000,0,536000,536000,0,1,1.0,0,7200,24012.0,0
1,7629774002,531390,16273,2004,300,3,1.0,0,3,1,1,16283.0,429000,0,429000,321750,0,1,0.75,0,9000,25283.0,0
1,7632954009,532411,16274,2004,84,7,1.0,0,7,1,1,16314.0,50000,0,50000,25000,0,0,0.5,0,2520,18834.0,0
0,7636764008,531320,16275,2004,29,1,1.0,0,1,1,1,16405.0,50000,26537,50000,25000,0,0,0.5,0,870,17275.0,1
0,7640844000,532230,16278,2004,67,4,1.0,0,4,1,1,16314.0,50000,50000,50000,25000,0,0,0.5,0,2010,18324.0,1
0,7646774004,531390,16280,2004,12,4,1.0,0,4,1,1,16314.0,65000,0,65000,32500,0,0,0.5,0,360,16674.0,0
1,7652004003,532230,16281,2004,60,3,1.0,0,3,1,1,16314.0,70000,0,70000,35000,0,0,0.5,0,1800,18114.0,0
1,7658344001,532420,16282,2004,84,2,1.0,3,5,1,2,16314.0,206557,0,250000,187500,0,0,0.75,0,2520,18834.0,0
1,7660724007,531210,16285,2004,300,6,1.0,0,0,1,2,16344.0,130000,0,130000,110500,0,1,0.85,0,9000,25344.0,0
1,7661604008,531311,16285,2004,240,30,1.0,10,0,1,1,16448.0,536000,0,536000,536000,0,1,1.0,0,7200,23648.0,0
0,7662174001,532420,16285,2004,77,2,1.0,3,5,1,2,16526.0,145225,0,100000,50000,0,0,0.5,0,2310,18836.0,0
0,7662504004,532210,16285,2004,84,1,1.0,3,1,1,1,16314.0,5000,0,5000,2500,0,0,0.5,0,2520,18834.0,0
